,Bedrooms,Bathrooms,Address,Land area,CV,Latitude,Longitude,SA1,0-19 years,20-29 years,30-39 years,40-49 years,50-59 years,60+ years,Suburbs,Population,SA12018_code,NZDep2018,NZDep2018_Score,URPopnSA1_2018,SA22018_code,SA22018_name
138,3,2.0,"10 Belmont Place Warkworth, Auckland",606,830000,-36.395545299999995,174.6535508,7001213,51,15,27,27,21,30,Warkworth,165,7001213,4.0,950.0,174,111100,Warkworth West
139,6,4.0,"164 Wade River Road Arkles Bay, Auckland",325,1825000,-36.6418176,174.7328175,7001628,24,15,9,9,21,24,Wade Heads,75,7001628,1.0,896.0,93,114900,Whangaparoa Central
140,4,1.0,"36 Ngapuhi Road Remuera, Auckland",175,1775000,-36.876847399999996,174.8147784,7006080,39,6,21,18,27,15,Remuera,111,7006080,2.0,902.0,123,142400,Remuera East
141,4,2.0,"5 Gulliver Road Conifer Grove, Auckland",663,880000,-37.0465768,174.9117585,7009901,51,39,24,33,45,39,Conifer Grove,240,7009901,2.0,903.0,231,161800,Conifer Grove West
142,3,1.0,"117 Settlement Road Papakura, Auckland",422,520000,-37.0654435,174.9672078,7010237,99,33,27,33,18,24,Papakura,177,7010237,10.0,1380.0,237,164200,Red Hill
143,3,1.0,"14 Chantal Place Red Hill, Auckland",582,470000,-37.0661128,174.9674898,7010237,99,33,27,33,18,24,Red Hill,177,7010237,10.0,1380.0,237,164200,Red Hill
144,4,2.0,"104 Joseph Street Flat Bush, Auckland",292,800000,-36.986520399999996,174.90794250000002,7009107,36,48,36,9,6,0,Flat Bush,3,7009107,4.0,953.0,141,158300,Hilltop (Auckland)
145,3,2.0,"73 Joseph Street Flat Bush, Auckland",144,420000,-36.986073100000006,174.90841369999998,7009107,36,48,36,9,6,0,Flat Bush,3,7009107,4.0,953.0,141,158300,Hilltop (Auckland)
146,3,2.0,"278 Burtt Road Pukekohe, Auckland",310,1250000,-37.1463039,174.929007,7010364,27,6,18,9,15,24,Paerata,96,7010364,3.0,929.0,96,165100,Ramarama
147,2,1.0,"43 Tautari Street Orakei, Auckland",849,2275000,-36.8569511,174.818547,7006050,42,15,21,27,21,39,Orakei,150,7006050,4.0,937.0,168,139200,Orakei West
148,5,3.0,"45 Tautari Street Orakei, Auckland",1032,2625000,-36.8568781,174.8186995,7006050,42,15,21,27,21,39,Orakei,150,7006050,4.0,937.0,168,139200,Orakei West
149,3,1.0,"2 Kilcar Place Massey, Auckland",446,560000,-36.8412486,174.6043601,7003521,48,30,27,27,21,21,Massey,144,7003521,8.0,1046.0,177,120600,Massey Central
150,4,1.0,"17 Albion Place Papakura, Auckland",951,680000,-37.067935399999996,174.9598568,7010199,87,48,27,21,33,18,Papakura,204,7010199,9.0,1090.0,237,163600,Papakura Massey Park
151,3,2.0,"71b Settlement Road Papakura, Auckland",571,670000,-37.066514,174.9580746,7010199,87,48,27,21,33,18,Papakura,204,7010199,9.0,1090.0,237,163600,Papakura Massey Park
152,5,3.0,"8 Della Place Conifer Grove, Auckland",877,1490000,-37.0516846,174.90614230000003,7009906,36,21,12,30,27,42,Conifer Grove,153,7009906,2.0,900.0,168,161800,Conifer Grove West
153,4,2.0,"67 Verran Road Birkenhead, Auckland",809,830000,-36.804617799999995,174.71203480000003,7002666,54,36,33,30,15,21,Birkenhead,180,7002666,3.0,926.0,195,125200,Birkenhead West
154,7,2.0,"33 Haslett Street Eden Terrace, Auckland",333,1400000,-36.8661486,174.75379180000002,7005141,24,42,21,12,12,15,Eden Terrace,114,7005141,3.0,937.0,132,134400,Kingsland
155,3,1.0,"120 Portage Road New Lynn, Auckland",1513,1005000,-36.920320000000004,174.6919081,7007481,30,15,15,9,12,6,New Lynn,99,7007481,9.0,1092.0,90,136500,New Lynn South
156,3,2.0,"5/16 Duncan Avenue Te Atatu South, Auckland",528,850000,-36.877027399999996,174.640536,7003976,27,18,21,12,6,18,Te Atatu South,84,7003976,7.0,1021.0,102,127700,Te Atatu South-McLeod North
157,3,1.0,"11 Tangaroa Street Point England, Auckland",636,1040000,-36.8901125,174.8659207,7006581,57,27,18,15,18,12,Point England,123,7006581,10.0,1191.0,147,146300,Point England
158,5,3.0,"10 Kouras Place Flat Bush, Auckland",417,1225000,-36.959775,174.93261090000001,7009292,39,12,21,21,15,3,Flat Bush,120,7009292,5.0,957.0,111,157800,Mission Heights North
159,3,2.0,"2/34 Walpole Avenue Manurewa, Auckland",170,630000,-37.0146766,174.89846619999997,7009772,51,39,39,27,18,36,Manurewa,183,7009772,6.0,996.0,210,160300,Hillpark South
160,3,1.0,"4 Sally Crescent Mount Roskill, Auckland",658,990000,-36.9094537,174.7238505,7007592,45,45,24,30,18,39,Mount Roskill,183,7007592,6.0,988.0,201,139800,Mount Roskill White Swan
161,4,2.0,"61 Otitori Bay Road Titirangi, Auckland",1573,825000,-36.9465931,174.6634799,7007342,48,9,15,33,18,21,Titirangi,129,7007342,1.0,865.0,135,136700,Titirangi South
162,9,4.0,"Glendowie  Auckland City  1071 Glendowie, Auckland",1843,2200000,-36.8603096,174.86930180000002,7006635,30,18,3,18,21,12,Glendowie,99,7006635,4.0,940.0,102,144000,Glendowie North
163,4,2.0,"9 Colchester Avenue Glendowie, Auckland",404,2050000,-36.859620899999996,174.8696361,7006635,30,18,3,18,21,12,Glendowie,99,7006635,4.0,940.0,102,144000,Glendowie North
164,2,1.0,"19 Gwilliam Place Freemans Bay, Auckland",176,1500000,-36.8506282,174.7506425,7005093,21,27,21,15,15,48,Freemans Bay,147,7005093,3.0,925.0,147,131800,Freemans Bay
165,3,1.0,"23 Mountain Road Mount Wellington, Auckland",80,960000,-36.895639,174.8455024,7006461,27,12,27,24,18,15,Mount Wellington,117,7006461,6.0,978.0,123,146000,Mount Wellington North East
166,4,2.0,"10 Willoughby Avenue Howick, Auckland",683,970000,-36.8976911,174.9135872,7006911,69,24,27,33,12,27,Howick,186,7006911,5.0,960.0,195,150400,Howick West
167,4,3.0,"64 Selman Road Dairy Flat, Auckland",380,2525000,-36.6374487,174.6341666,7001771,57,18,27,30,39,54,Dairy Flat,189,7001771,3.0,924.0,219,113500,Dairy Flat West
168,3,2.0,"4 Hilltop Street Remuera, Auckland",117,1220000,-36.883432299999996,174.81580459999998,7006097,63,30,42,39,24,30,Remuera,198,7006097,1.0,884.0,219,143100,Remuera Abbotts Park
169,5,3.0,"60 Fernhill Way Albany, Auckland",555,1345000,-36.7233994,174.72007580000002,7001859,48,42,30,21,21,30,Oteha,186,7001859,4.0,955.0,189,117800,Oteha West
170,4,3.0,"201b Jervois Road Herne Bay, Auckland",763,4700000,-36.8470899,174.7318972,7004701,45,24,15,30,33,39,Herne Bay,174,7004701,1.0,896.0,189,129700,Herne Bay
171,4,2.0,"8 Balmain Road Birkenhead, Auckland",230,1100000,-36.8118318,174.7101814,7004547,60,24,36,36,24,66,Chatswood,261,7004547,2.0,902.0,249,126300,Chatswood
172,2,1.0,"37 Bluegrey Avenue Stonefields, Auckland",104,1020000,-36.8865576,174.8404341,7006346,27,42,24,21,18,27,Stonefields,84,7006346,2.0,898.0,162,144900,Stonefields West
173,3,1.0,"20 Zelda Avenue Clover Park, Auckland",600,630000,-36.97792020000001,174.8961056,7008964,63,36,24,27,24,30,Clover Park,180,7008964,9.0,1130.0,195,157700,Clover Park North
174,3,2.0,"2/1255 Dominion Rd Ext Mount Roskill, Auckland",166,830000,-36.9209207,174.7357439,7007672,81,39,60,30,21,27,Mount Roskill,201,7007672,7.0,1024.0,258,141300,Mount Roskill South
175,4,2.0,"10 Huahua Crescent Papakura, Auckland",519,470000,-37.0493856,174.97289080000002,7010211,123,99,93,39,39,18,Papakura,21,7010211,5.0,963.0,414,163300,Papakura North East
176,5,3.0,"22 Huahua Crescent Papakura, Auckland",528,470000,-37.0502164,174.97293630000001,7010211,123,99,93,39,39,18,Papakura,21,7010211,5.0,963.0,414,163300,Papakura North East
177,5,3.0,"77 Twin Parks Rise Papakura, Auckland",603,480000,-37.049918,174.9724182,7010211,123,99,93,39,39,18,Papakura,21,7010211,5.0,963.0,414,163300,Papakura North East
178,3,1.0,"41 Rathmar Drive Manurewa, Auckland",439,780000,-37.01495739999999,174.91502240000003,7009850,45,24,33,27,36,36,Manurewa,180,7009850,4.0,942.0,204,160400,Alfriston
179,3,1.0,"8 Justamere Place Weymouth, Auckland",600,530000,-37.042509499999994,174.8673894,7009515,78,33,39,24,30,24,Weymouth,171,7009515,10.0,1356.0,225,160200,Weymouth North
180,3,1.0,"8 Justamere Place Weymouth, Auckland",600,530000,-37.042509499999994,174.8673894,7009515,78,33,39,24,30,24,Weymouth,171,7009515,10.0,1356.0,225,160200,Weymouth North
181,3,2.0,"129 Hobsonville Road West Harbour, Auckland",368,880000,-36.8152696,174.6288851,7003789,45,30,15,27,24,36,West Harbour,177,7003789,4.0,940.0,174,120700,West Harbour Luckens Point
182,3,1.0,"92 Buckville Road Buckland, Auckland",1012,2112000,-37.2271956,174.93889099999998,7010971,39,6,9,24,18,36,Buckland,132,7010971,3.0,932.0,129,169900,Tuakau Rural
183,4,4.0,"9 Darwin Lane Remuera, Auckland",2718,9000000,-36.871836,174.81368899999998,7005974,27,12,6,18,18,36,Remuera,123,7005974,1.0,877.0,114,140500,Remuera North
184,4,4.0,"9 Darwin Lane Remuera, Auckland",2718,9000000,-36.871836,174.81368899999998,7005974,27,12,6,18,18,36,Remuera,123,7005974,1.0,877.0,114,140500,Remuera North
185,4,2.0,"2/73 Speight Road St Heliers, Auckland",191,1825000,-36.8534844,174.84930269999998,7006399,48,24,21,30,27,36,St Heliers,156,7006399,3.0,929.0,186,142700,Saint Heliers West
186,2,2.0,"21 Skip Lane East Tamaki, Auckland",173,590000,-36.94338270000001,174.90154819999998,7008935,24,24,45,15,15,6,East Tamaki,123,7008935,6.0,976.0,132,155200,Redcastle
187,3,1.0,"45 Richard Farrell Avenue Remuera, Auckland",1070,1875000,-36.886768200000006,174.8134448,7006010,48,15,27,27,12,30,Remuera,156,7006010,3.0,932.0,153,143100,Remuera Abbotts Park
188,3,2.0,"279c Royal Road Massey, Auckland",586,830000,-36.8324006,174.63285390000001,7003938,84,36,36,42,27,30,Massey,201,7003938,9.0,1082.0,255,122300,Royal Heights South
189,4,2.0,"4 Yorkton Rise Mangere Bridge, Auckland",723,1460000,-36.9420311,174.76767230000002,7007837,27,9,9,21,15,30,Mangere Bridge,102,7007837,1.0,895.0,105,146100,Mangere Bridge Ambury
190,2,1.0,"8/42a Park Avenue Papatoetoe, Auckland",90,455000,-36.9763865,174.8391374,7008426,54,45,33,18,24,18,Papatoetoe,192,7008426,8.0,1067.0,198,154200,Aorere South
191,5,2.0,"1/54 Tirimoana Road Te Atatu South, Auckland",260,890000,-36.8843686,174.6504321,7004156,60,27,24,30,18,18,Te Atatu South,174,7004156,5.0,973.0,186,128500,Te Atatu South-McLeod South
192,6,3.0,"38 Tirimoana Road Te Atatu South, Auckland",210,1000000,-36.8848921,174.64905149999998,7004156,60,27,24,30,18,18,Te Atatu South,174,7004156,5.0,973.0,186,128500,Te Atatu South-McLeod South
193,3,2.0,"2/36 Tarawera Terrace St Heliers, Auckland",138,1220000,-36.861919,174.8521385,7006422,45,12,24,33,30,48,St Heliers,183,7006422,2.0,902.0,189,143500,Saint Heliers South
194,1,1.0,"29j Springs Road Helensville, Auckland",59,325000,-36.657444399999996,174.4331618,7001725,45,18,21,21,24,24,Parakai,141,7001725,10.0,1163.0,153,112200,Parakai
195,4,2.0,"1 Beltrees Lane Pokeno, Auckland",846,610000,-37.0481046,174.860194,7009434,108,42,39,36,27,33,Weymouth,210,7009434,8.0,1046.0,276,160700,Weymouth South
196,4,2.0,"32 Leicester Parade Somerville, Auckland",1047,1470000,-36.9188242,174.9314074,7009263,33,27,15,30,21,42,Somerville,156,7009263,2.0,903.0,168,153800,Somerville
197,5,3.0,"39c Rockfield Road Ellerslie, Auckland",375,1400000,-36.90441129999999,174.80423190000002,7006032,72,81,60,36,33,27,Ellerslie,255,7006032,8.0,1032.0,306,143800,Greenlane South
198,3,2.0,"69 Rockfield Road, Auckland",474 mÂ²,1250000,-36.905958700000006,174.8045209,7006032,72,81,60,36,33,27,Penrose,255,7006032,8.0,1032.0,306,143800,Greenlane South
199,7,2.0,"10 Roys Road Weymouth, Auckland",2931,1600000,-37.0513811,174.861198,7009435,72,42,24,36,33,39,Weymouth,207,7009435,9.0,1099.0,246,160700,Weymouth South
200,3,2.0,"16 Percy Winstone Lane Stonefields, Auckland",261,1240000,-36.889430499999996,174.8342189,7006345,66,48,54,33,39,39,Stonefields,51,7006345,1.0,896.0,273,144900,Stonefields West
201,3,2.0,"16 Percy Winstone Lane Stonefields, Auckland",261,1240000,-36.889430499999996,174.8342189,7006345,66,48,54,33,39,39,Stonefields,51,7006345,1.0,896.0,273,144900,Stonefields West
202,3,1.0,"3 Olsen Avenue Hillsborough, Auckland",462,860000,-36.921234000000005,174.7544716,7007731,48,48,33,24,33,36,Hillsborough,195,7007731,6.0,979.0,222,142900,Hillsborough East (Auckland)
203,5,3.0,"163 Orakei Road Remuera, Auckland",701,2450000,-36.868096200000004,174.8061183,7005969,45,24,15,27,36,33,Remuera,204,7005969,1.0,888.0,174,140500,Remuera North
204,3,2.0,"13 Brinlack Drive Dannemora, Auckland",400,880000,-36.938385600000004,174.90999309999998,7009036,42,12,24,21,18,18,East Tamaki,120,7009036,5.0,972.0,135,155400,Botany South
205,4,2.0,"68 Tramway Road Beach Haven, Auckland",550,780000,-36.791673200000005,174.6900185,7002447,42,27,36,18,12,12,Beach Haven,117,7002447,3.0,934.0,147,121800,Beach Haven West
206,5,2.0,"24 Moss Crescent Takanini, Auckland",650,950000,-37.05305070000001,174.92289350000001,7009985,27,27,18,27,36,45,Takanini,135,7009985,2.0,910.0,174,162200,Takanini Central
207,4,1.0,"5/10 Rathgar Road Henderson, Auckland",140,775000,-36.8690454,174.61978919999999,7003702,42,18,15,27,24,24,Henderson,132,7003702,8.0,1036.0,153,125700,Henderson Lincoln South
208,3,2.0,"352l Kohimarama Road Kohimarama, Auckland",137,870000,-36.866926299999996,174.8451884,7006419,54,27,21,39,27,45,St Heliers,201,7006419,3.0,929.0,216,143500,Saint Heliers South
209,4,1.0,"65 Tirimoana Road Te Atatu South, Auckland",160,830000,-36.885174,174.6509948,7004159,66,51,33,24,24,27,Te Atatu South,162,7004159,7.0,1001.0,228,128500,Te Atatu South-McLeod South
210,4,2.0,"25b Rangeview Road Sunnyvale, Auckland",922,860000,-36.8993074,174.6348866,7004028,102,39,45,36,15,36,Sunnyvale,120,7004028,8.0,1061.0,279,129100,Sunnyvale East
211,3,2.0,"47c Rangeview Road Sunnyvale, Auckland",114,725000,-36.9006722,174.6350647,7004028,102,39,45,36,15,36,Sunnyvale,120,7004028,8.0,1061.0,279,129100,Sunnyvale East
212,5,3.0,"23 Waikura Drive Te Atatu Peninsula, Auckland",686,1735000,-36.8360926,174.66037790000001,7004203,39,27,24,15,27,15,Te Atatu Peninsula,96,7004203,1.0,891.0,147,125300,Te Atatu Peninsula East
213,3,1.0,"383 West Coast Road Glen Eden, Auckland",1012,850000,-36.9085972,174.6380186,7007167,63,36,42,36,27,30,Glen Eden,195,7007167,9.0,1119.0,231,130100,Glen Eden Rosier
214,5,3.0,"13 Thistle Close Beachlands, Auckland",470,1400000,-36.886992299999996,175.0062139,7007066,60,9,18,48,21,30,Beachlands,141,7007066,1.0,863.0,180,156400,Te Puru
215,5,3.0,"21 Thistle Close Beachlands, Auckland",490,1350000,-36.88756729999999,175.00612980000002,7007066,60,9,18,48,21,30,Beachlands,141,7007066,1.0,863.0,180,156400,Te Puru
216,5,2.0,"81 Ahutoetoe Road Millwater, Auckland",569,980000,-36.6122979,174.6567144,7001403,36,12,9,27,15,27,Wainui,132,7001403,4.0,950.0,129,113400,Dairy Flat North
217,4,2.0,"45 Kuhanui Drive Karaka, Auckland",550,1025000,-37.0779534,174.9188179,7009928,201,99,168,114,81,120,Karaka,27,7009928,1.0,897.0,789,163400,Karaka Lakes
218,3,2.0,"43 Costa Viva Crescent Karaka, Auckland",220,810000,-37.077566100000006,174.9201295,7009928,201,99,168,114,81,120,Karaka,27,7009928,1.0,897.0,789,163400,Karaka Lakes
219,5,3.0,"39 Silvana Drive Flat Bush, Auckland",404,1250000,-36.964403499999996,174.927909,7009304,69,42,60,30,24,30,Flat Bush,135,7009304,1.0,894.0,255,158200,Mission Heights South
220,3,1.0,"15 Kirikiri Lane East Tamaki, Auckland",154,820000,-36.9337122,174.9080707,7009025,30,18,36,21,12,12,East Tamaki,132,7009025,5.0,965.0,123,154500,Huntington Park
221,3,1.0,"11 Arodella Crescent Ranui, Auckland",952,670000,-36.858717799999994,174.599451,7003540,57,27,30,18,12,15,Ranui,150,7003540,9.0,1127.0,159,123000,Ranui North
222,4,2.0,"44d Mountain Road Epsom, Auckland",1074,3200000,-36.8700679,174.7703548,7005559,33,27,24,9,39,54,Epsom,201,7005559,1.0,877.0,183,138700,Epsom North
223,4,2.0,"10 Eyton Kay Road Hobsonville, Auckland",161,860000,-36.795950700000006,174.65593,7002301,51,36,57,18,6,12,Hobsonville,3,7002301,1.0,880.0,174,120200,Hobsonville Point
224,3,1.0,"268 Jervois Road Herne Bay, Auckland",473,2275000,-36.8474028,174.7324135,7004901,57,21,15,30,15,18,Herne Bay,147,7004901,4.0,938.0,153,130400,Ponsonby West
225,4,2.0,"1/1 Woodcote Drive Glenfield, Auckland",170,920000,-36.7875914,174.7224742,7002794,39,36,36,18,30,48,Glenfield,174,7002794,5.0,958.0,198,124000,Glenfield Central
226,4,2.0,"109 Blockhouse Bay Road Avondale, Auckland",689,1075000,-36.895269299999995,174.7006602,7004406,12,9,12,21,15,48,Avondale,87,7004406,8.0,1052.0,117,133100,Avondale Central (Auckland)
227,3,1.0,"109a Blockhouse Bay Road Avondale, Auckland",348,1025000,-36.895269299999995,174.7006602,7004406,12,9,12,21,15,48,Avondale,87,7004406,8.0,1052.0,117,133100,Avondale Central (Auckland)
228,4,2.0,"74 Tarrant Road Waimauku, Auckland",15230,1325000,-36.7338896,174.456874,7001370,36,12,9,24,21,18,Helensville,120,7001370,2.0,917.0,123,112300,Helensville Rural
229,4,2.0,"45 Arrowsmith Road Waitakere, Auckland",260,1275000,-36.8465434,174.5210115,7003415,24,12,9,21,12,27,Waitakere,99,7003415,3.0,930.0,111,117100,Waitakere Ranges North
230,2,1.0,"14/127 Boundary Road Blockhouse Bay, Auckland",106,740000,-36.91975720000001,174.7118763,7007570,0,3,0,3,0,231,Blockhouse Bay,138,7007570,7.0,1023.0,243,139500,Blockhouse Bay East
231,5,3.0,"1/134 Aberdeen Road Campbells Bay, Auckland",310,1525000,-36.752773299999994,174.7608761,7003148,57,21,27,27,27,27,Campbells Bay,168,7003148,2.0,913.0,177,122200,Campbells Bay
232,3,1.0,"144 Forrest Hill Road Forrest Hill, Auckland",345,990000,-36.7663399,174.7477823,7003063,57,48,42,33,24,15,Forrest Hill,195,7003063,6.0,980.0,219,123400,Forrest Hill West
233,4,2.0,"9 Vivaldi Place Mount Roskill, Auckland",523,1225000,-36.911034,174.7241676,7007593,24,15,12,12,18,33,Mount Roskill,108,7007593,4.0,950.0,123,139800,Mount Roskill White Swan
234,3,1.0,"5a Fir Street Waterview, Auckland",616,985000,-36.8813662,174.7009228,7004492,42,51,45,33,15,12,Waterview,171,7004492,4.0,951.0,198,131100,Waterview
235,4,2.0,"18 Routly Avenue Pukekohe, Auckland",1012,960000,-37.2203656,174.894608,7010519,24,12,9,12,24,27,Pukekohe,102,7010519,2.0,905.0,108,165900,Cloverlea (Pukekohe)
236,4,3.0,"35 Pinehurst Place Wattle Downs, Auckland",600,820000,-37.0520531,174.8876043,7009719,57,18,30,18,24,39,Wattle Downs,183,7009719,6.0,982.0,186,161500,Wattle Downs East
237,3,1.0,"18a Sophora Place Totara Heights, Auckland",120,780000,-37.0000106,174.900693,7009752,72,27,42,36,21,36,Totara Heights,213,7009752,4.0,939.0,231,159000,Totara Heights
238,3,2.0,"7 Antilla Place Half Moon Bay, Auckland",703,1380000,-36.887670799999995,174.89325669999997,7006719,54,21,27,36,24,60,Half Moon Bay,213,7006719,2.0,912.0,216,147800,Half Moon Bay West
239,4,2.0,"5 Knox Road Manurewa, Auckland",984,720000,-37.020317,174.9003727,7009781,39,27,21,24,21,21,Manurewa,144,7009781,5.0,965.0,150,160300,Hillpark South
240,3,2.0,"14a Clyma Place Massey, Auckland",386,540000,-36.848476700000006,174.6098376,7003657,36,33,27,15,15,15,Massey,120,7003657,9.0,1109.0,144,122900,Massey South
241,4,3.0,"1/103 Remuera Road Remuera, Auckland",222,1800000,-36.8736187,174.782018,7005727,18,42,33,9,12,15,Remuera,114,7005727,5.0,968.0,129,139400,Remuera West
242,3,2.0,"4/17 Margot Street Epsom, Auckland",170,940000,-36.8780671,174.7776435,7005577,21,21,21,9,15,6,Epsom,108,7005577,6.0,984.0,90,140300,Mount St John
243,3,2.0,"11 Marie Costello Way Beach Haven, Auckland",400,940000,-36.788751700000006,174.69266090000002,7002422,60,18,42,39,24,33,Beach Haven,141,7002422,4.0,945.0,210,122400,Beach Haven East
244,3,2.0,"11 Marie Costello Way Beach Haven, Auckland",400,940000,-36.788751700000006,174.69266090000002,7002422,60,18,42,39,24,33,Beach Haven,141,7002422,4.0,945.0,210,122400,Beach Haven East
245,3,1.0,"81a Waiatarua Road Remuera, Auckland",152,1160000,-36.8725755,174.8199281,7006072,72,15,33,33,24,48,Remuera,198,7006072,1.0,870.0,219,142400,Remuera East
246,3,3.0,"156 Mokoia Road Birkenhead, Auckland",922,1650000,-36.8113451,174.71582800000002,7004545,30,30,27,27,24,48,Chatswood,183,7004545,6.0,976.0,189,126300,Chatswood
247,4,3.0,"17 Voyager Drive Gulf Harbour, Auckland",428,960000,-36.6170889,174.7922216,7001695,60,15,21,33,33,63,Gulf Harbour,168,7001695,6.0,977.0,225,116200,Gulf Harbour South
248,4,1.0,"95 Shakespear Road Army Bay, Auckland",5088,1900000,-36.6083432,174.8071064,7001715,36,6,9,18,33,39,Army Bay,141,7001715,1.0,882.0,141,116200,Gulf Harbour South
249,4,3.0,"9 Crosshill Court Pokeno, Auckland",523,570000,-37.2380653,175.012596,7011028,9,18,12,6,21,18,Pokeno,0,7011028,1.0,893.0,87,170500,Pokeno
250,4,2.0,"1 Hua Place Tuakau, Auckland",507,850000,-37.257721999999994,174.9388626,7010975,72,27,18,24,27,6,Tuakau,108,7010975,8.0,1053.0,177,170000,Tuakau North
251,2,1.0,"2/519 Pakuranga Road Howick, Auckland",70,670000,-36.898975899999996,174.9106721,7006853,33,18,12,12,21,33,Howick,135,7006853,7.0,1008.0,132,151300,Highland Park (Auckland)
252,3,2.0,"21a Benson Road Remuera, Auckland",167,1650000,-36.8728739,174.8072187,7005981,39,12,12,24,21,24,Remuera,117,7005981,2.0,919.0,123,141600,Remuera Waiata
253,4,2.0,"7 Condliffe Place New Windsor, Auckland",956,990000,-36.902183,174.7117372,7004659,66,60,42,30,24,24,New Windsor,222,7004659,7.0,1026.0,255,136600,New Windsor North
254,3,1.0,"1 Weldene Avenue Glenfield, Auckland",822,990000,-36.773546200000006,174.7230032,7002759,27,15,33,15,9,15,Glenfield,114,7002759,6.0,989.0,117,122700,Glenfield North
255,4,1.0,"48 Burundi Avenue Clendon Park, Auckland",613,650000,-37.0279286,174.86182230000003,7009491,96,27,42,15,15,24,Clendon Park,183,7009491,10.0,1324.0,219,159500,Clendon Park West
